Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01,37.25,83.81,4.75,19.0,24.98,3.28,47.59,1.06,4.34,0.21,,,,0.11,0.63,13.16,88.22,0.36,172.44,0.0,0.0,117.81,999.5,
2024-01-02,58.41,131.43,25.83,22.74,59.23,3.12,49.28,2.59,4.81,0.52,,,,0.27,1.55,15.94,82.34,0.23,127.16,0.0,0.0,206.17,998.43,
2024-01-03,47.94,108.62,12.6,20.78,38.11,3.29,50.21,1.92,4.5,0.38,,,,0.2,1.15,16.33,88.65,0.32,148.92,0.0,0.0,144.76,997.98,
2024-01-04,31.19,77.97,14.53,16.86,37.19,2.83,51.35,1.66,4.61,0.33,,,,0.17,1.0,16.83,90.92,0.23,122.88,0.0,0.0,154.06,998.07,
2024-01-05,26.32,65.81,7.96,13.52,24.44,2.79,38.33,1.37,4.26,0.27,,,,0.14,0.82,16.62,91.86,0.34,156.57,0.0,0.0,77.2,998.72,
2024-01-06,21.83,54.57,4.37,10.77,16.6,2.6,25.49,1.09,4.14,0.22,,,,0.11,0.66,18.26,89.85,0.31,149.96,0.0,0.0,156.97,999.48,
2024-01-07,21.57,53.92,2.95,10.75,14.51,2.51,25.96,0.89,4.54,0.18,,,,0.09,0.53,18.59,85.59,0.28,122.59,0.0,0.0,178.95,1000.46,
2024-01-08,22.72,56.8,7.23,14.52,24.33,2.72,26.51,1.03,5.48,0.2,,,,0.11,0.62,18.4,84.04,0.21,120.42,0.0,0.0,263.0,1000.44,
2024-01-09,24.37,60.93,4.67,18.8,24.67,3.16,27.16,1.13,6.12,0.23,,,,0.12,0.68,18.73,82.09,0.26,134.73,0.0,0.0,266.2,999.27,
2024-01-10,16.88,42.21,1.79,9.26,11.41,2.39,27.51,0.62,5.36,0.12,,,,0.06,0.37,17.76,78.44,0.4,133.35,0.0,0.0,259.84,998.17,
2024-01-11,17.77,44.44,2.38,12.19,15.05,2.66,27.53,0.68,5.01,0.14,,,,0.07,0.41,14.34,84.23,0.28,135.76,0.0,0.0,185.17,1000.24,
2024-01-12,28.94,72.35,1.97,14.81,16.95,2.92,27.46,1.03,4.7,0.21,,,,0.11,0.62,12.75,88.72,0.28,135.39,0.0,0.0,163.98,999.56,
2024-01-13,24.98,62.44,2.22,13.81,16.35,2.87,27.63,1.0,6.0,0.2,,,,0.1,0.6,13.47,83.11,0.4,147.06,0.0,0.0,254.31,998.81,
2024-01-14,26.19,65.48,1.94,14.33,16.44,3.03,28.06,1.13,4.79,0.22,,,,0.12,0.67,12.01,89.71,0.39,167.16,0.0,0.0,147.48,998.51,
2024-01-15,29.02,72.56,2.13,11.5,14.03,2.78,28.07,1.0,6.63,0.2,,,,0.1,0.6,12.71,80.71,0.3,124.49,0.0,0.0,206.17,998.06,
2024-01-16,33.25,83.13,2.12,14.22,16.61,3.18,27.93,1.09,4.38,0.22,,,,0.11,0.65,11.34,87.54,0.4,162.39,0.0,0.0,187.38,997.26,
2024-01-17,25.71,64.28,2.6,9.9,13.18,2.97,27.15,0.2,4.51,0.04,,,,0.03,0.17,11.38,86.16,0.5,207.57,0.0,0.0,108.46,997.02,
2024-01-18,24.72,61.8,2.02,8.69,11.19,2.9,27.05,0.1,4.72,0.02,,,,0.03,0.13,11.58,84.54,0.34,150.47,0.0,0.0,81.03,998.48,
2024-01-19,26.98,67.46,1.79,9.28,11.06,2.89,27.01,1.11,5.76,0.22,,,,0.21,1.23,11.46,79.92,0.29,130.91,0.0,0.0,134.03,1000.41,
2024-01-20,29.28,73.21,2.18,10.53,12.91,3.1,27.29,1.81,4.93,0.36,,,,0.19,1.08,11.64,83.91,0.29,123.38,0.0,0.0,257.8,1000.02,
2024-01-21,25.69,64.22,3.67,7.43,12.4,2.78,27.48,0.36,5.33,0.07,,,,0.08,0.34,12.39,83.38,0.31,118.47,0.0,0.0,177.26,999.55,
2024-01-22,43.12,107.8,13.89,11.92,31.56,3.04,27.39,1.25,4.65,0.25,,,,0.13,0.75,11.07,89.89,0.31,141.36,0.0,0.0,135.77,1001.34,
2024-01-23,30.63,76.58,3.2,11.25,15.36,3.21,27.69,0.87,4.49,0.17,,,,0.09,0.52,11.65,88.41,0.32,146.62,0.0,0.0,195.13,999.66,
2024-01-24,31.5,78.76,3.05,9.62,13.58,3.1,27.76,0.98,4.11,0.2,,,,0.1,0.59,10.66,91.79,0.32,136.79,0.0,0.0,137.56,999.98,
2024-01-25,30.8,77.0,6.81,10.89,20.06,3.09,27.78,1.05,4.68,0.21,,,,0.11,0.63,12.38,84.18,0.33,149.98,0.0,0.0,180.49,1001.97,
2024-01-26,37.05,92.62,4.43,10.7,16.62,3.26,27.99,1.05,4.32,0.21,,,,0.11,0.63,13.76,84.31,0.28,130.92,0.0,0.0,200.75,1002.51,
2024-01-27,32.39,80.99,30.21,12.68,56.05,2.83,27.59,1.88,7.3,0.44,,,,0.24,1.34,16.27,72.96,0.28,120.13,0.0,0.0,258.56,1001.17,
2024-01-28,24.37,60.91,9.42,13.55,26.6,3.32,27.2,2.48,4.81,0.35,,,,0.18,1.04,16.04,77.09,0.38,170.39,0.0,0.0,249.36,1000.49,
2024-01-29,22.38,55.94,3.27,12.25,16.18,3.5,28.04,0.44,5.45,0.16,,,,0.08,0.48,16.67,80.06,0.44,193.22,0.0,0.0,246.46,998.87,
2024-01-30,26.77,66.93,6.98,21.62,30.71,4.25,28.59,0.88,6.72,0.18,,,,0.1,0.53,17.43,79.38,0.28,142.4,0.0,0.0,253.11,998.0,
2024-01-31,32.5,81.26,31.67,39.3,83.48,5.28,28.1,1.97,10.97,0.39,,,,0.26,1.45,18.05,76.33,0.25,150.61,0.0,0.0,196.93,997.49,
2024-02-01,16.94,45.85,1.59,13.45,14.53,3.53,27.78,0.41,32.07,0.08,,,,0.09,0.53,19.48,71.78,0.43,181.05,0.0,0.0,222.22,997.33,
2024-02-02,13.24,41.48,2.34,3.68,6.12,2.85,28.25,0.69,61.22,0.14,,,,0.07,0.42,20.41,70.82,0.34,125.82,0.0,0.0,207.81,997.47,
2024-02-03,15.62,32.37,2.22,1.24,2.6,2.41,28.72,0.26,50.08,0.05,,,,0.03,0.16,19.81,59.76,0.44,137.44,0.0,0.0,203.49,997.88,
2024-02-04,31.91,44.67,1.9,3.3,3.69,2.69,29.13,0.3,44.07,0.06,,,,0.03,0.18,20.36,57.27,0.42,151.5,0.0,0.0,198.55,998.89,
2024-02-05,29.6,41.43,2.05,2.68,4.19,3.32,29.53,0.52,91.47,0.1,,,,0.06,0.32,19.14,89.63,0.41,161.29,0.0,0.0,185.65,998.94,
2024-02-06,24.36,34.09,2.24,1.83,0.54,2.6,28.2,0.21,110.96,0.04,,,,0.02,0.13,18.77,82.89,0.35,133.46,0.0,0.0,135.1,999.41,
2024-02-07,33.26,46.57,2.11,2.74,0.44,2.61,25.76,0.23,126.02,0.04,,,,0.02,0.13,18.11,68.84,0.4,133.68,0.0,0.0,238.93,999.72,
2024-02-08,35.14,49.2,1.9,0.06,0.07,2.35,25.43,0.13,,0.03,,,,0.02,0.08,16.86,61.59,0.44,134.91,0.0,0.0,235.84,998.97,
2024-02-09,47.74,66.84,1.54,21.77,0.94,3.58,25.47,0.6,,0.12,,,,0.06,0.36,17.82,57.83,0.3,124.64,0.0,0.0,239.66,1000.94,
2024-02-10,76.67,107.34,1.46,11.5,3.34,4.73,25.65,1.17,,0.23,,,,0.12,0.7,18.18,62.49,0.27,117.5,0.0,0.0,238.8,1001.64,
2024-02-11,71.21,101.37,1.82,10.75,2.24,5.17,26.3,1.54,,0.31,,,,0.16,0.93,18.8,64.66,0.27,127.29,0.0,0.0,241.68,1001.26,
2024-02-12,42.89,63.63,2.17,,0.24,3.22,28.01,1.7,6.82,0.34,,,,0.18,1.02,20.24,65.67,0.34,151.38,0.0,0.0,213.99,1000.41,
2024-02-13,18.36,36.72,1.94,,0.0,3.17,30.08,0.81,,0.16,,,,0.08,0.49,18.42,86.32,0.45,191.21,0.0,0.0,94.43,999.19,
2024-02-14,14.76,29.53,2.29,0.92,0.27,2.56,30.63,0.69,9.31,0.14,,,,0.07,0.42,19.54,92.17,0.4,193.81,0.0,0.0,80.39,998.29,
2024-02-15,26.01,52.03,1.92,4.47,0.01,3.52,37.38,0.98,16.84,0.2,,,,0.11,0.61,,,,,0.0,0.0,0.0,,
2024-02-16,19.47,38.93,2.09,4.89,0.6,2.84,45.66,0.79,23.13,0.16,,,,0.08,0.48,,,,,0.0,0.0,0.0,,
2024-02-17,18.16,36.31,1.74,,0.0,3.12,55.3,0.45,1.06,0.09,,,,0.05,0.27,,,,,0.0,0.0,0.0,,
2024-02-18,20.66,41.33,1.77,,0.0,3.51,57.98,0.56,0.65,0.11,,,,0.06,0.33,,,,,0.0,0.0,0.0,,
2024-02-19,16.89,33.78,1.86,,0.0,3.92,41.09,0.49,7.29,0.1,,,,0.05,0.3,,,,,0.0,0.0,0.0,,
2024-02-20,17.41,34.81,2.43,32.45,0.99,4.33,30.67,0.48,10.44,0.1,,,,0.05,0.29,,,,,0.0,0.0,0.0,,
2024-02-21,11.02,22.04,1.96,1.09,1.93,3.9,24.54,0.52,3.29,0.11,,,,0.06,0.36,,,,,0.0,0.0,0.0,,
2024-02-22,10.67,21.35,1.94,1.23,3.98,3.42,18.33,0.35,3.56,0.07,,,,0.04,0.21,24.22,60.97,0.37,136.89,0.0,0.0,92.64,993.09,
2024-02-23,15.3,30.58,2.03,1.43,4.12,2.91,18.3,0.45,4.62,0.09,,,,0.05,0.28,20.67,63.47,0.26,125.4,0.0,0.0,142.79,995.93,
2024-02-24,17.83,35.67,2.32,1.55,4.45,3.47,18.03,0.72,4.13,0.14,,,,0.08,0.44,20.57,53.41,0.46,179.05,0.0,0.0,214.74,997.36,
2024-02-25,20.93,41.86,2.54,1.71,4.81,3.18,17.36,0.87,4.45,0.17,,,,0.09,0.53,21.0,56.39,0.29,150.95,0.0,0.0,191.02,997.99,
2024-02-26,26.16,52.32,1.94,1.27,4.03,3.26,17.4,1.42,4.25,0.28,,,,0.15,0.85,21.78,56.38,0.24,116.52,0.0,0.0,181.9,998.69,
2024-02-27,21.63,43.25,1.95,1.24,4.02,3.19,17.75,0.89,2.14,0.18,,,,0.09,0.53,19.58,71.2,0.32,143.05,0.0,0.0,127.33,997.66,
2024-02-28,9.97,19.94,1.97,1.23,4.01,2.49,17.69,0.16,6.32,0.03,,,,0.02,0.09,21.15,65.85,0.37,135.01,0.0,0.0,253.81,995.54,
2024-02-29,11.7,23.4,1.84,1.13,3.74,2.55,30.46,0.17,8.46,0.03,,,,0.03,0.1,22.75,59.78,0.34,128.41,0.0,0.0,253.09,995.81,
2024-03-01,15.48,30.82,4.94,1.36,7.51,3.28,35.29,0.43,9.97,0.09,,,,0.05,0.26,23.96,62.23,0.36,165.82,0.0,0.0,260.36,996.07,
2024-03-02,18.4,36.8,1.79,1.13,3.65,3.46,38.87,0.63,2.47,0.13,,,,0.07,0.38,23.5,70.78,0.51,162.52,0.0,0.0,164.06,995.68,
2024-03-03,7.61,15.22,1.78,1.11,3.63,2.84,36.72,0.12,1.12,0.02,,,,0.01,0.08,21.24,83.92,0.72,206.39,0.0,0.0,174.46,994.57,
2024-03-04,10.02,20.04,1.83,1.06,3.66,2.54,36.45,0.08,3.23,0.02,,,,0.01,0.06,22.19,82.54,0.48,159.86,0.0,0.0,264.86,995.0,
2024-03-05,8.75,17.51,1.81,1.13,3.69,2.45,35.2,0.03,6.39,0.01,,,,0.01,0.04,21.49,60.82,0.43,144.57,0.0,0.0,258.7,996.55,
2024-03-06,12.16,24.33,1.77,1.11,3.61,2.77,38.32,0.1,6.19,0.02,,,,0.02,0.07,21.35,52.9,0.37,132.98,0.0,0.0,261.06,995.68,
2024-03-07,11.98,23.97,3.68,1.55,6.42,2.99,28.64,0.19,9.94,0.04,,,,0.02,0.12,22.24,53.75,0.36,132.26,0.0,0.0,245.21,994.89,
2024-03-08,10.99,21.98,1.95,1.29,4.07,2.77,17.11,0.19,7.98,0.04,,,,0.02,0.11,23.32,51.69,0.37,134.33,0.0,0.0,262.53,995.57,
2024-03-09,11.87,23.74,1.93,1.27,4.02,2.64,17.7,0.19,9.72,0.04,,,,0.02,0.11,23.77,50.02,0.38,130.9,0.0,0.0,266.43,995.93,
2024-03-10,14.86,29.71,3.96,1.49,6.96,3.2,17.46,0.48,8.94,0.1,,,,0.05,0.29,23.89,51.56,0.35,131.27,0.0,0.0,244.66,996.75,
2024-03-11,16.76,33.53,2.75,1.64,5.21,3.85,17.44,0.74,10.27,0.15,,,,0.08,0.45,25.78,52.33,0.39,170.33,0.0,0.0,274.78,996.43,
2024-03-12,16.45,32.9,5.0,2.66,8.58,2.74,22.88,0.4,6.99,0.08,,,,0.04,0.25,27.25,51.52,0.33,128.48,0.0,0.0,256.4,993.92,
2024-03-13,16.27,32.52,1.73,1.07,3.52,3.1,41.1,0.47,3.3,0.09,,,,0.05,0.28,28.45,47.38,0.31,131.79,0.0,0.0,265.55,992.74,
2024-03-14,18.75,37.48,1.71,1.07,3.48,3.49,46.1,0.69,2.85,0.14,,,,0.07,0.41,28.59,49.03,0.39,150.71,0.0,0.0,263.17,993.32,
2024-03-15,18.96,37.98,1.86,1.22,3.86,3.72,30.9,0.69,3.57,0.14,,,,0.07,0.42,27.8,49.98,0.38,146.31,0.0,0.0,262.74,993.97,
2024-03-16,15.79,31.57,1.95,1.24,4.0,3.45,21.0,0.4,2.82,0.08,,,,0.04,0.24,27.57,43.82,0.39,144.85,0.0,0.0,286.16,995.54,
2024-03-17,18.65,37.29,1.8,1.05,3.6,3.07,39.76,0.39,4.01,0.08,,,,0.04,0.23,27.13,44.47,0.31,129.56,0.0,0.0,287.54,995.31,
2024-03-18,23.98,47.97,1.9,1.25,3.9,4.29,25.96,1.02,5.52,0.21,,,,0.11,0.62,27.34,47.87,0.35,151.59,0.0,0.0,287.74,993.76,
2024-03-19,18.73,37.45,2.09,1.49,4.27,3.58,16.07,0.6,6.67,0.12,,,,0.06,0.36,27.35,50.54,0.54,175.02,0.0,0.0,296.28,993.5,
2024-03-20,9.85,19.7,2.28,1.63,4.52,3.09,15.85,0.28,3.04,0.06,,,,0.04,0.21,21.16,74.4,0.72,190.73,0.0,0.0,94.25,995.05,
2024-03-21,6.94,13.88,2.02,1.29,4.16,3.27,16.15,0.55,2.88,0.11,,,,0.06,0.33,21.22,77.86,0.44,169.66,0.0,0.0,199.65,995.23,
2024-03-22,13.89,27.73,1.96,1.21,4.01,3.4,18.22,0.64,3.43,0.13,,,,0.07,0.38,24.51,67.74,0.45,173.15,0.0,0.0,298.0,991.57,
2024-03-23,18.07,36.11,2.28,1.54,4.17,3.31,20.15,0.62,4.45,0.12,,,,0.06,0.38,28.1,53.51,0.39,147.25,0.0,0.0,266.86,988.85,
2024-03-24,19.4,38.8,1.94,1.22,3.97,3.47,19.94,1.07,5.0,0.21,,,,0.11,0.64,29.29,47.05,0.31,128.74,0.0,0.0,322.01,991.18,
2024-03-25,19.48,38.95,2.38,1.4,4.53,2.72,20.23,0.8,5.49,0.16,,,,0.08,0.48,29.25,58.08,0.47,164.92,0.0,0.0,292.85,991.74,
2024-03-26,13.98,27.94,1.92,1.22,3.95,2.83,20.25,0.6,6.36,0.12,,,,0.07,0.38,29.9,47.3,0.32,128.91,0.0,0.0,313.16,992.62,
2024-03-27,17.15,34.31,1.95,1.23,3.99,3.72,20.37,1.19,4.56,0.24,,,,0.12,0.71,30.48,43.47,0.31,136.52,0.0,0.0,291.46,993.74,
2024-03-28,19.52,39.05,1.94,1.22,3.97,3.28,20.71,0.73,6.14,0.15,,,,0.08,0.44,31.69,48.64,0.44,160.7,0.0,0.0,327.77,991.22,
2024-03-29,16.82,33.62,1.95,1.19,3.94,3.26,21.1,0.71,4.49,0.14,,,,0.07,0.43,30.72,60.13,0.5,183.23,0.0,0.0,294.42,990.43,
2024-03-30,20.95,41.92,1.93,1.19,3.93,3.68,21.25,0.78,4.86,0.16,,,,0.08,0.47,33.24,51.14,0.39,166.8,0.0,0.0,302.6,990.86,
2024-03-31,12.73,25.47,1.93,1.2,3.94,2.41,20.96,0.16,6.26,0.03,,,,0.02,0.1,32.49,44.63,0.43,140.17,0.0,0.0,289.37,990.41,
2024-04-01,15.69,31.36,1.95,1.23,4.0,2.35,19.31,0.11,11.33,0.02,,,,0.02,0.08,31.45,34.36,0.45,136.41,0.0,0.0,294.72,987.93,
2024-04-02,17.67,35.36,2.26,1.63,4.53,2.5,18.42,0.21,10.03,0.04,,,,0.03,0.13,30.61,33.17,0.39,135.34,0.0,0.0,304.98,988.03,
2024-04-03,16.79,33.56,1.95,1.21,3.97,3.69,20.47,0.66,7.35,0.13,,,,0.07,0.4,32.2,31.18,0.32,121.39,0.0,0.0,295.78,989.11,
2024-04-04,20.25,40.5,1.93,1.21,3.95,3.79,20.75,0.87,6.52,0.17,,,,0.09,0.52,33.58,32.48,0.24,116.59,0.0,0.0,302.53,987.97,
2024-04-05,18.73,37.28,2.43,1.81,4.7,3.04,20.93,0.47,6.68,0.09,,,,0.05,0.29,33.66,32.15,0.35,127.4,0.0,0.0,295.06,987.72,
2024-04-06,17.8,35.6,1.9,1.28,3.97,2.98,20.67,0.4,7.37,0.08,,,,0.04,0.24,33.99,29.44,0.36,132.23,0.0,0.0,309.62,987.77,
2024-04-07,16.07,32.14,1.95,1.23,3.99,2.98,20.55,0.36,6.87,0.07,,,,0.04,0.22,33.44,29.86,0.43,132.45,0.0,0.0,308.55,988.23,
2024-04-08,13.27,26.55,1.91,1.24,3.94,3.21,20.46,0.48,6.04,0.1,,,,0.05,0.29,32.77,32.56,0.41,138.56,0.0,0.0,296.95,990.26,
2024-04-09,13.93,27.85,1.96,1.24,4.02,2.94,20.23,0.36,6.88,0.07,,,,0.04,0.22,33.12,32.35,0.44,138.79,0.0,0.0,316.96,991.1,
2024-04-10,17.57,35.13,1.93,1.22,3.96,4.15,20.18,1.15,8.41,0.23,,,,0.13,0.69,33.87,30.34,0.44,143.45,0.0,0.0,308.01,991.34,
2024-04-11,13.91,27.84,1.92,1.22,3.95,3.15,20.07,0.57,7.99,0.11,,,,0.06,0.34,33.73,31.14,0.43,148.62,0.0,0.0,297.67,991.93,
2024-04-12,14.63,29.28,1.95,1.21,3.97,2.86,20.05,0.39,8.04,0.08,,,,0.04,0.24,32.13,38.29,0.44,152.06,0.0,0.0,316.57,991.94,
2024-04-13,16.94,33.86,1.99,1.18,4.01,4.5,20.03,1.02,7.87,0.2,,,,0.11,0.61,32.71,38.16,0.28,137.53,0.0,0.0,322.09,991.54,
2024-04-14,13.43,26.88,1.96,1.23,4.02,2.9,20.27,0.44,7.12,0.09,,,,0.05,0.26,34.03,39.37,0.33,131.64,0.0,0.0,297.1,991.82,
2024-04-15,16.35,32.7,1.95,1.22,3.98,3.07,20.51,0.45,9.97,0.09,,,,0.05,0.27,34.99,40.04,0.3,119.85,0.0,0.0,308.26,991.01,
2024-04-16,17.97,35.94,1.96,1.23,4.0,2.53,20.79,0.33,8.18,0.07,,,,0.04,0.2,35.13,39.01,0.39,126.19,0.0,0.0,295.63,988.76,
2024-04-17,18.9,37.81,1.96,1.2,3.97,2.3,21.17,0.22,10.95,0.04,,,,0.03,0.15,34.02,32.53,0.48,128.64,0.0,0.0,291.64,987.53,
2024-04-18,17.53,35.06,1.95,1.25,4.01,2.37,20.92,0.17,10.66,0.03,,,,0.02,0.1,34.29,29.76,0.51,133.61,0.0,0.0,288.68,986.65,
2024-04-19,16.86,33.72,1.95,1.24,4.0,2.35,21.15,0.16,9.9,0.03,,,,0.02,0.11,36.01,28.85,0.5,130.96,0.0,0.0,285.08,984.06,
2024-04-20,16.76,33.5,1.92,1.21,3.93,2.6,21.14,0.19,8.55,0.04,,,,0.02,0.12,36.23,27.58,0.4,131.35,0.0,0.0,303.65,983.72,
2024-04-21,20.18,40.36,1.94,1.25,4.0,2.67,20.93,0.24,11.96,0.05,,,,0.03,0.16,35.12,27.1,0.37,132.51,0.0,0.0,331.93,985.44,
2024-04-22,16.39,32.77,1.94,1.23,3.98,3.13,21.13,0.51,8.3,0.1,,,,0.05,0.31,34.12,33.35,0.36,132.5,0.0,0.0,287.72,987.1,
2024-04-23,12.17,24.36,1.94,1.21,3.95,2.51,21.15,0.23,9.08,0.05,,,,0.03,0.14,35.07,38.96,0.42,126.14,0.0,0.0,296.87,986.07,
2024-04-24,12.44,24.83,1.96,1.24,4.01,3.02,21.0,0.29,8.54,0.06,,,,0.04,0.19,35.39,32.49,0.42,129.87,0.0,0.0,281.09,985.98,
2024-04-25,14.13,28.27,1.93,1.22,3.95,2.96,22.21,0.32,11.13,0.06,,,,0.04,0.2,35.7,25.73,0.38,124.42,0.0,0.0,281.17,986.39,
2024-04-26,14.24,28.5,1.94,1.26,4.0,3.05,21.19,0.34,10.25,0.07,,,,0.04,0.21,36.52,25.21,0.34,126.56,0.0,0.0,280.62,985.82,
2024-04-27,11.45,22.92,1.95,1.24,4.0,2.35,20.95,0.13,9.67,0.03,,,,0.02,0.09,36.26,30.84,0.44,126.75,0.0,0.0,291.34,986.69,
2024-04-28,14.99,29.98,1.94,1.21,3.95,2.42,21.41,0.2,9.4,0.04,,,,0.03,0.14,36.58,28.65,0.38,125.95,0.0,0.0,290.95,986.44,
2024-04-29,16.92,33.83,1.95,1.24,4.01,3.74,21.64,0.68,10.4,0.14,,,,0.07,0.41,36.79,26.68,0.3,128.12,0.0,0.0,287.34,986.74,
2024-04-30,19.7,39.42,1.96,1.23,4.01,2.41,21.59,0.28,12.33,0.06,,,,0.04,0.19,36.7,26.41,0.48,134.51,0.0,0.0,278.04,983.32,
2024-05-01,16.64,33.27,1.92,1.22,3.95,3.2,21.01,0.43,13.33,0.09,,,,0.05,0.26,34.63,23.89,0.34,126.73,0.0,0.0,280.23,982.56,
2024-05-02,17.96,35.95,1.94,1.23,3.98,2.66,20.6,0.25,13.75,0.05,,,,0.03,0.17,32.91,22.74,0.44,126.73,0.0,0.0,282.36,984.63,
2024-05-03,17.37,34.76,1.95,1.18,3.94,3.63,20.88,0.61,14.61,0.12,,,,0.06,0.36,33.15,25.04,0.33,122.64,0.0,0.0,278.1,986.45,
2024-05-04,19.96,39.9,1.96,1.21,3.99,4.03,19.95,0.68,13.76,0.14,,,,0.07,0.41,34.52,25.43,0.3,118.13,0.0,0.0,290.08,986.14,
2024-05-05,24.67,49.36,1.92,1.24,3.97,4.42,20.6,1.39,12.61,0.3,,,,0.16,0.9,36.17,26.79,0.31,121.14,0.0,0.0,275.17,982.52,
2024-05-06,21.94,43.88,1.91,1.26,3.97,2.74,21.54,0.79,9.16,0.16,,,,0.08,0.48,34.65,46.91,0.65,180.24,0.0,0.0,285.76,984.24,
2024-05-07,16.07,32.14,1.94,1.28,4.04,2.4,20.05,0.32,9.86,0.06,,,,0.03,0.19,31.54,59.58,0.88,193.27,0.0,0.0,304.41,988.04,
2024-05-08,10.4,20.81,1.98,1.3,4.12,2.67,18.6,0.36,12.59,0.07,,,,0.04,0.22,31.19,54.58,0.72,186.62,0.0,0.0,311.85,988.96,
2024-05-09,10.8,21.59,1.97,1.3,4.1,2.46,18.71,0.37,14.27,0.07,,,,0.04,0.22,31.78,56.14,0.75,192.71,0.0,0.0,304.32,987.82,
